companyname,companyid,transcriptid,call_date,headline,turn_index,transcriptcomponentid,transcriptcomponenttypeid,component_type,speaker_name,speaker_type,turn_text
A. O. Smith Corporation,997111,3286259,2024-10-22,"A. O. Smith Corporation, Q3 2024 Earnings Call, Oct 22, 2024",12,115751846,3,Question,Saree Boroditsky,Analysts,"Just as we look towards 2025, can you just walk us through the impact of the tankless water heater factory switch on both the Rest of World and North America segments, because I think it should be, maybe a headwind to rest of world sales but a margin benefit. So it just be helpful to kind of walk through those impacts as we look to next year."
A. O. Smith Corporation,997111,3286259,2024-10-22,"A. O. Smith Corporation, Q3 2024 Earnings Call, Oct 22, 2024",13,115751847,4,Answer,Charles Lauber,Executives,"Yes. We'll reserve kind of framing it in a lot of detail as far as what it actually means for 2025. But the headwind that we're talking about this year, and we've been talking about 50 basis points to the full year to launch tankless. As Kevin mentioned, we're a little behind. So most of the weight, it will be a little less than that because we're a little behind, but most of the way, it will hit the fourth quarter.\"
A. O. Smith Corporation,997111,3286259,2024-10-22,"A. O. Smith Corporation, Q3 2024 Earnings Call, Oct 22, 2024",14,115751848,3,Question,Saree Boroditsky,Analysts,"And maybe just digging into the residential water heaters in North America a little bit more. It seems like quarter-to-date shipments are up for the industry. Can you just help us understand how you performed in residential water heater volume from a volume perspective in the third quarter? How does this differ from the market? And if there was a difference, why is that the case?"
A. O. Smith Corporation,997111,3286259,2024-10-22,"A. O. Smith Corporation, Q3 2024 Earnings Call, Oct 22, 2024",15,115751849,4,Answer,Kevin Wheeler,Executives,"Yes. Again, the data you see is always a month or 2 behind. So based on our September and how we finished the quarter, we look at that the industry having a pretty good shift back down in that 10% range, if you will. So it's going to come in line to where we thought that the 3% you're talking about, we don't believe it's going to stick. They're going to be further softening in that number. And that's why we're -- we've been pretty consistent. We've talked about it being flat for the rest of the year. And as Chuck just mentioned, we think it's flat to maybe slightly down by the time we exit 2024. So I just think it's timing in the orders and how things are actually going to play out in 2024. But we're very comfortable. We think that the industry is going to be relatively flat."
A. O. Smith Corporation,997111,3286259,2024-10-22,"A. O. Smith Corporation, Q3 2024 Earnings Call, Oct 22, 2024",16,115751851,4,Answer,Kevin Wheeler,Executives,"Bryan, if you can hear us, we can't hear you."
A. O. Smith Corporation,997111,3286259,2024-10-22,"A. O. Smith Corporation, Q3 2024 Earnings Call, Oct 22, 2024",17,115751853,3,Question,Michael Halloran,Analysts,"So just kind of following up on the last question there. Maybe just talk about what sell-out dynamics look like from an industry perspective. So I guess, kind of twofold. Is it more stable from a sellout perspective? And then secondarily, when you look at your specific sellout data through your channel? I mean, is that what kind of backs up the stable share side of things from your perspective?"
A. O. Smith Corporation,997111,3286259,2024-10-22,"A. O. Smith Corporation, Q3 2024 Earnings Call, Oct 22, 2024",18,115751854,4,Answer,Kevin Wheeler,Executives,"Yes. I would tell you, we don't have perfect -- Mike, we don't have perfect sell out of the information, but we do communicate with our customers on a pretty regular basis. And it varies by market, but we have distributors that are [indiscernible] low single digits up to some that are low single down. I think some of them are leaning a bit more to kind of even.\"
A. O. Smith Corporation,997111,3286259,2024-10-22,"A. O. Smith Corporation, Q3 2024 Earnings Call, Oct 22, 2024",19,115751855,4,Answer,Charles Lauber,Executives,"Yes. And I would just add that one of the insights we get is we do that proactive replacement survey. And so we did that again this quarter, and it's maintained relatively in the same position. So proactive replacement has been fairly strong. So we don't see a concern on proactive replacement movement down as of this quarter."
A. O. Smith Corporation,997111,3286259,2024-10-22,"A. O. Smith Corporation, Q3 2024 Earnings Call, Oct 22, 2024",20,115751856,3,Question,Michael Halloran,Analysts,"And then secondarily, just maybe talk about how you're thinking about steel cost and kind of the price/cost trend from here as we look at the fourth quarter and then kind of lose thoughts on steel curve into the front part of next year?"
A. O. Smith Corporation,997111,3286259,2024-10-22,"A. O. Smith Corporation, Q3 2024 Earnings Call, Oct 22, 2024",21,115751857,4,Answer,Charles Lauber,Executives,"Yes. I mean, we've gone to the fourth quarter will be a little bit of help on steel. So steel took a tick favorable, about maybe 15% movement from Q3 to Q4. that also is timing as we slowed down kind of volumes, we've got a little bit of a lag and we're going to experience that. But our price -- the other costs, I mean, I think in our prepared remarks, we said overall material costs were relatively flat. So it still is a little favorable to the fourth quarter of year -- fourth quarter and the year, other material costs are a little bit unfavorable, so relatively flat. So price cost, we feel pretty stable going into the fourth quarter."
A. O. Smith Corporation,997111,3286259,2024-10-22,"A. O. Smith Corporation, Q3 2024 Earnings Call, Oct 22, 2024",22,115751859,3,Question,David S. MacGregor,Analysts,"I guess you had talked in your prepared remarks about -- with respect to North American water heater, the destock and just softer conditions, slightly slower quoting activity, I think, is what you said. Is it your sense that this is just replacement demand slowing down? You've indicated proactive stable or is it just builder and particularly maybe multifamily starting to impact that? And I guess to what extent you can talk about these factors that you've identified as having a negative influence on North America in the second half. Are they expected to carry forward as earnings headwinds in the '25 where you're largely looking upon these as '24 issues?"
A. O. Smith Corporation,997111,3286259,2024-10-22,"A. O. Smith Corporation, Q3 2024 Earnings Call, Oct 22, 2024",23,115751860,4,Answer,Kevin Wheeler,Executives,"Yes. I guess I would take it that replacement is obviously continues to be stable. And as Chuck just mentioned, I mean it's been 4 years that we've had proactive replacement at the higher level. So I'm almost calling that a trend now. And so when we look at the quarter and the lower order rates, we really believe that was primarily driven by inventory and just people rebalancing their inventories for, one, our lead times, but also for maybe a bit slower demand over their counter. So that's really, I think, the key part of it was an inventory correction driven by lead times coming down and the rest of the business seems to be pretty stable. Multifamily is down a little bit, but I don't think that's going to be a big driver as we close Q4."
A. O. Smith Corporation,997111,3286259,2024-10-22,"A. O. Smith Corporation, Q3 2024 Earnings Call, Oct 22, 2024",24,115751861,4,Answer,Charles Lauber,Executives,"I'll add that. We do get comfort on kind of what we see in trends overall residential order rates. So we said on our last call in July order rates were down, we saw August also a bit down in order rates in residential, but then September took a tick up in order rates. In October, months to date is also up a bit. So that trend just is very positive and gives us the confidence that it's largely related to the prebuy as we go into the fourth quarter."
A. O. Smith Corporation,997111,3286259,2024-10-22,"A. O. Smith Corporation, Q3 2024 Earnings Call, Oct 22, 2024",25,115751863,3,Question,Scott Graham,Analysts,"I wanted to just talk about China again because you had organic positive in the first half and third quarter was a pretty significant turnaround from that. And I know you talked about pricing in the -- I guess, it would be the upper middle price point, but that's, I thought, less than half of those sales. So could you, one, bundle that for us a little bit what do you think caused the significant flip in China sales in the third quarter versus the first half?"
A. O. Smith Corporation,997111,3286259,2024-10-22,"A. O. Smith Corporation, Q3 2024 Earnings Call, Oct 22, 2024",26,115751864,4,Answer,Kevin Wheeler,Executives,"Yes. I'm going to give you what we feel are some possible reasons for it. It comes back to consumer confidence. And if you look at the Q3, there's 2 items. The GDP doesn't always tell us a whole lot. But one area that we look at constantly is property development and what happens -- what's happened in that property market, and it got significantly worse hasn't been addressed. And so if you look at it, if you want a property, about 70% of the Chinese consumers' wealth is in property. And so that's continuing to decline. So I think that's driven some real poor confidence by the consumer really holding back their spending. And I think it accelerated in Q3.\"
